,filename,width,height,class,xmin,ymin,xmax,ymax
998,armas (2415).jpg,160,120,pistol,2,2,156,115
999,armas (312).jpg,134,178,pistol,12,30,35,90
1000,armas (1110).jpg,900,506,pistol,64,93,258,241
1001,armas (742).jpg,1200,800,pistol,528,240,1057,782
1002,armas (1540).jpg,333,500,pistol,17,58,316,456
1003,armas (2696).jpg,160,120,pistol,1,1,157,119
1004,armas (1956).jpg,1500,1554,pistol,403,972,548,1246
1005,armas (2679).jpg,160,120,pistol,1,1,157,119
1006,armas (49).jpg,1300,866,pistol,645,143,1158,830
1007,armas (2383).jpg,160,120,pistol,5,1,154,119
1008,armas (2229).jpg,160,120,pistol,4,4,157,116
1009,armas (1055).jpg,800,488,pistol,1,82,800,488
1010,armas (257).jpg,634,504,pistol,37,44,612,471
1011,armas (1405).jpg,500,375,pistol,32,24,447,350
1012,armas (1111).jpg,3416,2592,pistol,241,862,1230,1629
1013,armas (1541).jpg,350,376,pistol,14,11,335,252
1014,armas (1812).jpg,640,361,pistol,8,16,629,338
1015,armas (2697).jpg,160,120,pistol,2,1,158,118
1016,armas (1957).jpg,1001,1600,pistol,172,736,416,870
1017,armas (2678).jpg,160,120,pistol,1,1,156,116
1018,armas (2382).jpg,160,120,pistol,8,3,149,110
1019,armas (48).jpg,450,328,pistol,158,21,391,189
1020,armas (2228).jpg,160,120,pistol,4,1,159,118
1021,armas (1054).jpg,800,566,pistol,65,71,737,503
1022,armas (256).jpg,634,395,pistol,325,96,390,139
1023,armas (1404).jpg,500,443,pistol,52,81,446,361
1024,armas (1404).jpg,500,443,pistol,93,250,182,372
1025,armas (2101).jpg,700,460,pistol,8,8,686,443
1026,armas (2551).jpg,160,120,pistol,3,1,158,113
1027,armas (2802).jpg,299,450,pistol,99,185,228,409
1028,armas (485).jpg,1023,682,pistol,221,212,428,642
1029,armas (1687).jpg,540,414,pistol,69,13,497,376
1030,armas (1687).jpg,540,414,pistol,43,1,213,210
1031,armas (1392).jpg,3262,2446,pistol,2,256,1683,2446
1032,armas (1392).jpg,3262,2446,pistol,1606,111,3044,2039
1033,armas (1238).jpg,500,375,pistol,11,43,478,341
1034,armas (2044).jpg,346,540,pistol,153,113,270,246
1035,armas (893).jpg,260,194,pistol,86,73,106,91
1036,armas (939).jpg,206,244,pistol,8,3,202,137
1037,armas (2414).jpg,160,120,pistol,4,3,158,112
1038,armas (2290).jpg,160,120,pistol,1,1,152,116
1039,armas (1516).jpg,500,375,pistol,93,91,435,333
1040,armas (714).jpg,626,626,pistol,14,153,428,423
1041,armas (1146).jpg,1280,1125,pistol,154,76,1166,490
1042,armas (344).jpg,1080,1024,pistol,762,307,1056,572
1043,armas (651).jpg,300,194,pistol,117,10,298,155
1044,armas (1453).jpg,500,333,pistol,29,43,498,243
1045,armas (201).jpg,1300,942,pistol,185,155,1043,743
1046,armas (1003).jpg,265,190,pistol,108,51,240,134
1047,armas (2785).jpg,400,320,pistol,17,23,387,293
1048,armas (1900).jpg,708,495,pistol,414,181,642,273
1049,armas (578).jpg,3162,1634,pistol,1873,277,3066,1392
1050,armas (1280).jpg,500,500,pistol,126,163,276,288
1051,armas (2855).jpg,648,486,pistol,39,36,610,458
1052,armas (2156).jpg,354,200,pistol,57,31,307,200
1053,armas (2443).jpg,160,120,pistol,4,1,78,115
1054,armas (2443).jpg,160,120,pistol,80,3,152,115
1055,armas (2013).jpg,978,259,pistol,262,14,682,223
1056,armas (597).jpg,661,496,pistol,150,1,448,495
1057,armas (1795).jpg,379,261,pistol,6,2,365,251
1058,armas (352).jpg,1920,1200,pistol,100,475,636,922
1059,armas (702).jpg,450,321,pistol,1,233,27,263
1060,armas (702).jpg,450,321,pistol,36,234,77,265
1061,armas (702).jpg,450,321,pistol,81,235,123,266
1062,armas (702).jpg,450,321,pistol,117,243,172,274
1063,armas (702).jpg,450,321,pistol,26,205,52,222
1064,armas (702).jpg,450,321,pistol,64,203,99,229
1065,armas (702).jpg,450,321,pistol,103,205,133,233
1066,armas (702).jpg,450,321,pistol,141,206,177,233
1067,armas (702).jpg,450,321,pistol,184,247,225,277
1068,armas (702).jpg,450,321,pistol,202,205,275,245
1069,armas (702).jpg,450,321,pistol,234,252,275,274
1070,armas (702).jpg,450,321,pistol,413,254,449,292
1071,armas (702).jpg,450,321,pistol,412,215,445,244
1072,armas (1500).jpg,500,375,pistol,111,67,410,337
1073,armas (2286).jpg,160,120,pistol,2,4,158,115
1074,armas (1853).jpg,1280,720,pistol,690,465,909,636
1075,armas (1916).jpg,450,338,pistol,37,14,449,203
1076,armas (1916).jpg,450,338,pistol,115,204,217,285
1077,armas (2269).jpg,160,120,pistol,4,4,158,115
1078,armas (1015).jpg,268,188,pistol,114,84,137,129
1079,armas (217).jpg,660,437,pistol,141,212,543,392
1080,armas (1445).jpg,500,333,pistol,1,61,500,312
1081,armas (647).jpg,1240,800,pistol,22,15,1211,768
1082,armas (997).jpg,275,183,pistol,134,6,157,52
1083,armas (2140).jpg,300,370,pistol,62,49,195,119
1084,armas (2140).jpg,300,370,pistol,48,197,187,275
1085,armas (2140).jpg,300,370,pistol,100,224,227,319
1086,armas (2140).jpg,300,370,pistol,142,271,244,358
1087,armas (2140).jpg,300,370,pistol,147,127,281,198
1088,armas (2510).jpg,160,120,pistol,3,2,154,113
1089,armas (2843).jpg,1920,1080,pistol,1369,295,1691,703
1090,armas (2906).jpg,640,360,pistol,335,169,389,210
1091,armas (1629).jpg,500,375,pistol,146,122,374,307
1092,armas (581).jpg,320,308,pistol,80,84,269,238
1093,armas (2005).jpg,660,495,pistol,107,261,392,430
1094,armas (978).jpg,261,193,pistol,85,20,225,71
1095,armas (2455).jpg,160,120,pistol,1,2,157,115
1096,armas (2681).jpg,160,120,pistol,2,3,156,114
1097,armas (1804).jpg,1300,956,pistol,513,191,571,250
1098,armas (1557).jpg,500,332,pistol,63,40,490,321
1099,armas (755).jpg,300,180,pistol,1,3,296,176
1100,armas (1412).jpg,500,461,pistol,91,91,384,422
1101,armas (240).jpg,1132,1696,pistol,487,409,564,540
1102,armas (1042).jpg,249,202,pistol,36,67,95,160
1103,armas (2394).jpg,160,120,pistol,7,1,155,119
1104,armas (1941).jpg,1500,1180,pistol,466,193,1177,943
1105,armas (1691).jpg,500,375,pistol,211,158,261,211
1106,armas (169).jpg,2400,1485,pistol,1494,756,1831,1151
1107,armas (169).jpg,2400,1485,pistol,1766,1016,2291,1335
1108,armas (169).jpg,2400,1485,pistol,1745,649,2245,947
1109,armas (493).jpg,225,225,pistol,7,50,217,200
1110,armas (539).jpg,211,239,pistol,36,76,176,223
1111,armas (2814).jpg,320,241,pistol,5,16,304,233
1112,armas (2547).jpg,160,120,pistol,1,1,158,113
1113,armas (2117).jpg,852,480,pistol,517,62,831,231
1114,armas (2402).jpg,160,120,pistol,6,5,158,115
1115,armas (885).jpg,262,192,pistol,100,13,159,100
1116,armas (2052).jpg,443,341,pistol,4,11,439,334
1117,armas (186).jpg,876,493,pistol,149,39,662,470
1118,armas (2951).jpg,224,224,pistol,7,72,144,170
1119,armas (1193).jpg,450,354,pistol,13,45,441,331
1120,armas (391).jpg,880,587,pistol,108,155,315,365
1121,armas (1469).jpg,500,263,pistol,13,19,484,232
1122,armas (1039).jpg,275,183,pistol,130,3,175,73
1123,armas (1039).jpg,275,183,pistol,76,40,137,126
1124,armas (1890).jpg,480,605,pistol,119,141,337,383
1125,armas (2245).jpg,160,120,pistol,2,5,155,110
1126,armas (25).jpg,528,440,pistol,243,81,293,112
1127,armas (2615).jpg,160,120,pistol,1,4,154,116
1128,armas (2300).jpg,160,120,pistol,4,11,77,97
1129,armas (2300).jpg,160,120,pistol,86,12,155,102
1130,armas (2750).jpg,160,120,pistol,4,1,154,114
1131,armas (684).jpg,800,563,pistol,289,224,568,415
1132,armas (1486).jpg,500,281,pistol,9,2,497,274
1133,armas (2479).jpg,160,120,pistol,2,1,156,118
1134,armas (2029).jpg,661,496,pistol,321,151,342,181
1135,armas (2029).jpg,661,496,pistol,453,144,466,157
1136,armas (1255).jpg,500,375,pistol,2,1,219,162
1137,armas (1255).jpg,500,375,pistol,79,7,429,170
1138,armas (1255).jpg,500,375,pistol,152,102,500,286
1139,armas (1255).jpg,500,375,pistol,112,219,500,372
1140,armas (2880).jpg,1300,870,pistol,502,232,1152,682
1141,armas (1605).jpg,500,298,pistol,379,156,463,220
1142,armas (407).jpg,682,1023,pistol,91,653,401,974
1143,armas (112).jpg,1300,731,pistol,370,110,1052,689
1144,armas (542).jpg,245,206,pistol,169,59,200,118
1145,armas (1740).jpg,500,313,pistol,21,3,410,277
1146,armas (811).jpg,300,203,pistol,9,10,284,175
1147,armas (2496).jpg,160,120,pistol,2,3,158,114
1148,armas (2642).jpg,160,120,pistol,1,1,154,115
1149,armas (72).jpg,113,168,pistol,40,47,68,115
1150,armas (2212).jpg,160,120,pistol,2,1,158,115
1151,armas (796).jpg,300,180,pistol,46,40,268,152
1152,armas (1594).jpg,500,334,pistol,129,62,325,185
1153,armas (1594).jpg,500,334,pistol,251,65,393,192
1154,armas (329).jpg,300,470,pistol,3,195,196,377
1155,armas (1081).jpg,299,470,pistol,113,105,148,132
1156,armas (1081).jpg,299,470,pistol,155,102,200,146
1157,armas (779).jpg,300,151,pistol,6,12,293,136
1158,armas (2707).jpg,160,120,pistol,2,2,157,116
1159,armas (1828).jpg,750,563,pistol,38,32,703,466
1160,armas (1982).jpg,640,445,pistol,1,10,640,426
1161,armas (1202).jpg,500,375,pistol,177,134,208,168
1162,armas (2584).jpg,160,120,pistol,2,1,156,118
1163,armas (903).jpg,225,225,pistol,89,19,138,224
1164,armas (846).jpg,273,185,pistol,67,8,255,138
1165,armas (2091).jpg,640,480,pistol,83,101,589,469
1166,armas (2838).jpg,634,420,pistol,437,223,477,245
1167,armas (1717).jpg,480,360,pistol,1,5,465,274
1168,armas (515).jpg,275,183,pistol,25,19,256,181
1169,armas (1347).jpg,590,426,pistol,40,40,553,380
1170,armas (145).jpg,450,312,pistol,131,85,407,255
1171,armas (2992).jpg,450,300,pistol,263,78,317,133
1172,armas (1582).jpg,500,333,pistol,11,118,465,282
1173,armas (1582).jpg,500,333,pistol,150,1,342,70
1174,armas (1582).jpg,500,333,pistol,375,7,499,80
1175,armas (780).jpg,300,206,pistol,3,29,294,188
1176,armas (2204).jpg,160,120,pistol,14,11,151,109
1177,armas (64).jpg,971,1300,pistol,17,505,382,1029
1178,armas (2654).jpg,160,120,pistol,11,7,155,113
1179,armas (2341).jpg,160,120,pistol,8,7,152,109
1180,armas (1994).jpg,800,532,pistol,272,186,678,340
1181,armas (2711).jpg,160,120,pistol,3,3,157,116
1182,armas (295).jpg,136,90,pistol,19,8,118,84
1183,armas (1097).jpg,300,257,pistol,1,42,295,242
1184,armas (2438).jpg,160,120,pistol,7,1,152,112
1185,armas (2068).jpg,1024,650,pistol,359,129,635,281
1186,armas (2592).jpg,160,120,pistol,2,1,155,113
1187,armas (1214).jpg,500,375,pistol,231,1,500,251
1188,armas (446).jpg,1024,757,pistol,529,134,944,480
1189,armas (2984).jpg,1165,518,pistol,39,34,1143,493
1190,armas (153).jpg,412,450,pistol,199,197,240,222
1191,armas (1351).jpg,500,333,pistol,147,16,364,325
1192,armas (1701).jpg,500,375,pistol,80,86,482,374
1193,armas (2087).jpg,600,420,pistol,88,120,184,190
1194,armas (33).jpg,967,1300,pistol,160,330,738,1238
1195,armas (2253).jpg,160,120,pistol,2,3,154,116
1196,armas (1886).jpg,800,430,pistol,346,65,456,394
1197,armas (387).jpg,700,500,pistol,6,106,698,406
1198,armas (1490).jpg,333,500,pistol,32,35,321,487
1199,armas (692).jpg,750,500,pistol,4,172,266,463
1200,armas (692).jpg,750,500,pistol,173,111,642,406
1201,armas (692).jpg,750,500,pistol,373,34,742,347
1202,armas (738).jpg,1100,733,pistol,206,104,1006,692
1203,armas (1869).jpg,426,282,pistol,37,99,158,200
1204,armas (2746).jpg,160,120,pistol,3,1,156,116
1205,armas (2316).jpg,160,120,pistol,3,3,155,116
1206,armas (411).jpg,1024,590,pistol,440,143,852,450
1207,armas (1613).jpg,500,375,pistol,26,88,490,323
1208,armas (2896).jpg,112,168,pistol,14,85,51,149
1209,armas (942).jpg,177,285,pistol,51,123,104,203
1210,armas (5).jpg,1300,866,pistol,358,184,647,604
1211,armas (5).jpg,1300,866,pistol,621,10,817,361
1212,armas (2480).jpg,160,120,pistol,2,3,158,119
1213,armas (1756).jpg,401,317,pistol,51,72,345,301
1214,armas (2879).jpg,870,1300,pistol,300,368,756,855
1215,armas (554).jpg,286,176,pistol,10,11,280,161
1216,armas (1306).jpg,500,347,pistol,8,11,496,336
1217,armas (104).jpg,450,300,pistol,94,107,171,173
1218,armas (489).jpg,450,450,pistol,49,222,219,308
1219,armas (1371).jpg,500,375,pistol,73,151,157,185
1220,armas (523).jpg,262,193,pistol,2,28,220,169
1221,armas (1721).jpg,450,300,pistol,27,25,199,185
1222,armas (870).jpg,300,168,pistol,18,62,151,128
1223,armas (2418).jpg,160,120,pistol,2,1,153,118
1224,armas (935).jpg,259,194,pistol,4,1,214,90
1225,armas (2048).jpg,835,900,pistol,546,366,655,458
1226,armas (2048).jpg,835,900,pistol,479,755,641,800
1227,armas (2048).jpg,835,900,pistol,549,774,735,834
1228,armas (2048).jpg,835,900,pistol,625,800,814,858
1229,armas (1234).jpg,472,500,pistol,300,67,363,119
1230,armas (1664).jpg,500,292,pistol,91,18,174,201
1231,armas (2361).jpg,160,120,pistol,10,1,157,113
1232,armas (2731).jpg,160,120,pistol,4,3,157,106
1233,armas (1408).jpg,500,375,pistol,65,210,179,333
1234,armas (1408).jpg,500,375,pistol,192,246,321,365
1235,armas (1058).jpg,660,471,pistol,1,1,610,399
1236,armas (2674).jpg,160,120,pistol,4,4,156,120
1237,armas (827).jpg,190,300,pistol,1,91,188,211
1238,armas (1776).jpg,559,455,pistol,6,13,481,445
1239,armas (2859).jpg,1280,720,pistol,128,5,1051,486
1240,armas (574).jpg,530,204,pistol,24,6,503,187
1241,armas (1326).jpg,584,405,pistol,25,17,571,332
1242,armas (124).jpg,1496,1620,pistol,205,281,1040,860
1243,armas (431).jpg,168,112,pistol,11,20,116,87
1244,armas (1633).jpg,500,398,pistol,70,157,315,382
1245,armas (1633).jpg,500,398,pistol,141,27,400,197
1246,armas (1799).jpg,1280,853,pistol,64,103,1235,752
1247,armas (1263).jpg,500,324,pistol,94,11,449,209
1248,armas (962).jpg,186,256,pistol,21,79,134,243
1249,armas (348).jpg,615,409,pistol,148,165,222,215
1250,armas (718).jpg,863,1390,pistol,287,280,550,887
1251,armas (1849).jpg,600,375,pistol,247,102,526,334
1252,armas (2766).jpg,160,120,pistol,2,2,157,115
1253,armas (2336).jpg,160,120,pistol,3,1,157,116
1254,armas (2623).jpg,160,120,pistol,1,1,156,114
1255,armas (13).jpg,1300,906,pistol,202,265,793,697
1256,armas (2273).jpg,160,120,pistol,5,1,158,118
1257,armas (2789).jpg,299,450,pistol,36,212,102,350
1258,armas (132).jpg,1300,866,pistol,1,269,514,775
1259,armas (562).jpg,700,1000,pistol,85,590,240,751
1260,armas (1760).jpg,242,375,pistol,41,160,91,270
1261,armas (2459).jpg,160,120,pistol,1,1,159,110
1262,armas (974).jpg,266,189,pistol,141,2,166,59
1263,armas (2009).jpg,660,491,pistol,272,181,658,361
1264,armas (1275).jpg,500,352,pistol,21,12,456,340
1265,armas (1625).jpg,500,375,pistol,68,185,248,255
1266,armas (1625).jpg,500,375,pistol,241,112,386,167
1267,armas (427).jpg,1024,495,pistol,13,53,137,218
1268,armas (427).jpg,1024,495,pistol,294,195,352,360
1269,armas (427).jpg,1024,495,pistol,387,57,537,195
1270,armas (427).jpg,1024,495,pistol,463,137,587,330
1271,armas (427).jpg,1024,495,pistol,748,53,867,191
1272,armas (1449).jpg,500,333,pistol,13,102,487,293
1273,armas (1019).jpg,269,187,pistol,39,55,165,145
1274,armas (2265).jpg,160,120,pistol,11,5,153,114
1275,armas (2635).jpg,160,120,pistol,7,6,152,116
1276,armas (2818).jpg,284,178,pistol,7,6,278,160
1277,armas (1737).jpg,500,375,pistol,35,26,485,235
1278,armas (535).jpg,179,282,pistol,53,144,96,175
1279,armas (1367).jpg,500,375,pistol,275,42,406,198
1280,armas (470).jpg,742,1023,pistol,100,223,322,565
1281,armas (1388).jpg,500,332,pistol,331,120,460,192
1282,armas (1672).jpg,450,261,pistol,50,61,185,115
1283,armas (1222).jpg,500,313,pistol,57,43,404,276
1284,armas (889).jpg,275,183,pistol,100,70,141,113
1285,armas (309).jpg,150,180,pistol,10,13,98,176
1286,armas (759).jpg,300,231,pistol,14,46,292,192
1287,armas (2727).jpg,160,120,pistol,2,3,157,115
1288,armas (1808).jpg,615,409,pistol,391,166,584,325
1289,armas (2377).jpg,160,120,pistol,2,1,156,103
1290,armas (2662).jpg,160,120,pistol,2,2,157,117
1291,armas (2398).jpg,160,120,pistol,1,1,154,116
1292,armas (2232).jpg,160,120,pistol,5,6,155,116
1293,armas (2926).jpg,119,168,pistol,21,123,37,161
1294,armas (1609).jpg,500,375,pistol,1,1,461,375
1295,armas (1259).jpg,333,500,pistol,176,326,241,433
1296,armas (958).jpg,251,201,pistol,4,20,205,112
1297,armas (2475).jpg,160,120,pistol,4,3,158,112
1298,armas (2160).jpg,306,420,pistol,223,190,247,228
1299,armas (2530).jpg,160,120,pistol,3,1,155,115
1300,armas (2863).jpg,450,300,pistol,75,55,369,232
1301,armas (2619).jpg,160,120,pistol,1,2,158,116
1302,armas (1936).jpg,1500,1600,pistol,785,317,1329,958
1303,armas (29).jpg,866,1300,pistol,90,270,230,364
1304,armas (2249).jpg,160,120,pistol,4,1,157,120
1305,armas (1035).jpg,277,182,pistol,104,43,174,141
1306,armas (237).jpg,2560,1600,pistol,228,232,2513,1505
1307,armas (372).jpg,410,227,pistol,58,138,146,227
1308,armas (1170).jpg,450,320,pistol,147,85,348,221
1309,armas (722).jpg,640,480,pistol,1,67,628,480
1310,armas (1520).jpg,500,375,pistol,272,128,436,328
1311,armas (1520).jpg,500,375,pistol,4,185,90,328
1312,armas (1520).jpg,500,375,pistol,99,138,191,312
1313,armas (1520).jpg,500,375,pistol,179,133,293,300
1314,armas (1520).jpg,500,375,pistol,1,15,76,114
1315,armas (1520).jpg,500,375,pistol,36,67,231,134
1316,armas (1520).jpg,500,375,pistol,87,14,339,112
1317,armas (1520).jpg,500,375,pistol,334,92,499,150
1318,armas (1520).jpg,500,375,pistol,302,13,439,83
1319,armas (1873).jpg,450,381,pistol,24,47,398,309
1320,armas (2422).jpg,160,120,pistol,2,3,156,116
1321,armas (2072).jpg,640,480,pistol,191,180,249,270
1322,armas (2588).jpg,160,120,pistol,8,1,153,117
1323,armas (149).jpg,866,1300,pistol,348,677,598,1095
1324,armas (519).jpg,240,160,pistol,62,18,218,128
1325,armas (630).jpg,474,360,pistol,227,102,417,199
1326,armas (260).jpg,634,286,pistol,63,143,168,179
1327,armas (260).jpg,634,286,pistol,236,130,317,192
1328,armas (260).jpg,634,286,pistol,501,139,539,286
1329,armas (1598).jpg,500,375,pistol,1,98,499,375
1330,armas (1598).jpg,500,375,pistol,1,1,500,209
1331,armas (1062).jpg,375,275,pistol,30,93,292,187
1332,armas (1062).jpg,375,275,pistol,76,118,337,200
1333,armas (91).jpg,168,113,pistol,69,13,76,60
1334,armas (1824).jpg,600,337,pistol,217,124,420,336
1335,armas (1577).jpg,320,302,pistol,111,21,294,254
1336,armas (775).jpg,300,201,pistol,1,2,300,198
1337,armas (1127).jpg,300,470,pistol,70,154,110,182
1338,armas (1648).jpg,500,375,pistol,36,82,470,370
1339,armas (2967).jpg,302,167,pistol,4,1,259,167
1340,armas (1218).jpg,500,375,pistol,78,82,404,340
1341,armas (2064).jpg,615,345,pistol,417,145,543,255
1342,armas (2434).jpg,160,120,pistol,8,7,154,116
1343,armas (2121).jpg,400,300,pistol,199,113,223,129
1344,armas (2571).jpg,160,120,pistol,4,1,155,117
1345,armas (2822).jpg,1024,682,pistol,525,508,963,681
1346,armas (2822).jpg,1024,682,pistol,202,339,425,512
1347,armas (2822).jpg,1024,682,pistol,460,281,633,477
1348,armas (2822).jpg,1024,682,pistol,667,316,848,462
1349,armas (2822).jpg,1024,682,pistol,867,350,990,496
1350,armas (2822).jpg,1024,682,pistol,1,362,137,518
1351,armas (2822).jpg,1024,682,pistol,29,181,190,327
1352,armas (2822).jpg,1024,682,pistol,302,181,387,312
1353,armas (2822).jpg,1024,682,pistol,463,16,594,127
1354,armas (2822).jpg,1024,682,pistol,310,62,390,119
1355,armas (2988).jpg,815,756,pistol,30,426,268,645
1356,armas (2658).jpg,160,120,pistol,4,3,157,116
1357,armas (2208).jpg,160,120,pistol,2,1,157,116
1358,armas (1074).jpg,570,562,pistol,26,156,529,474
1359,armas (276).jpg,508,657,pistol,81,263,172,371
1360,armas (626).jpg,600,400,pistol,142,78,527,324
1361,armas (1131).jpg,1000,685,pistol,104,26,567,685
1362,armas (763).jpg,300,207,pistol,53,46,282,195
1363,armas (299).jpg,275,200,pistol,163,65,224,165
1364,armas (1561).jpg,500,375,pistol,9,68,488,284
1365,armas (1832).jpg,310,282,pistol,100,114,121,135
1366,armas (1998).jpg,640,444,pistol,394,234,547,301
1367,armas (87).jpg,1300,1108,pistol,839,78,1052,515
1368,armas (2463).jpg,160,120,pistol,1,1,155,118
1369,armas (2199).jpg,160,120,pistol,1,1,157,118
1370,armas (2033).jpg,300,315,pistol,76,6,162,238
1371,armas (2930).jpg,168,113,pistol,97,60,156,106
1372,armas (2875).jpg,400,259,pistol,45,12,235,164
1373,armas (2875).jpg,400,259,pistol,169,95,367,248
1374,armas (2526).jpg,160,120,pistol,1,1,158,115
1375,armas (9).jpg,866,1300,pistol,147,183,327,475
1376,armas (1189).jpg,2000,1600,pistol,79,243,1928,1351
1377,armas (1473).jpg,500,333,pistol,10,91,500,254
1378,armas (221).jpg,1920,1200,pistol,638,594,994,1033
1379,armas (1023).jpg,275,183,pistol,66,56,112,173
1380,armas (1920).jpg,1024,176,pistol,5,22,186,151
1381,armas (1865).jpg,916,526,pistol,8,13,901,510
1382,armas (1536).jpg,500,333,pistol,317,132,453,197
1383,armas (734).jpg,398,209,pistol,299,67,371,114
1384,armas (1166).jpg,595,286,pistol,26,58,541,274
1385,armas (1237).jpg,500,401,pistol,1,54,494,354
1386,armas (2948).jpg,640,457,pistol,177,280,377,449
1387,armas (2948).jpg,640,457,pistol,62,27,370,271
1388,armas (1667).jpg,415,500,pistol,3,57,206,406
1389,armas (465).jpg,678,1024,pistol,132,390,235,579
1390,armas (873).jpg,304,166,pistol,157,68,173,86
1391,armas (170).jpg,384,256,pistol,1,74,106,230
1392,armas (170).jpg,384,256,pistol,64,64,207,215
1393,armas (170).jpg,384,256,pistol,160,65,294,202
1394,armas (170).jpg,384,256,pistol,230,48,376,186
1395,armas (170).jpg,384,256,pistol,327,59,383,159
1396,armas (1372).jpg,500,376,pistol,30,70,365,374
1397,armas (1722).jpg,500,375,pistol,42,64,451,327
1398,armas (2677).jpg,160,120,pistol,1,3,157,115
1399,armas (1958).jpg,1119,1600,pistol,446,236,721,695
1400,armas (259).jpg,634,705,pistol,292,286,545,370
1401,armas (2698).jpg,160,120,pistol,1,1,155,117
1402,armas (2732).jpg,160,120,pistol,4,5,155,119
1403,armas (961).jpg,253,199,pistol,78,35,194,160
1404,armas (432).jpg,682,1023,pistol,493,415,573,612
1405,armas (1630).jpg,500,281,pistol,66,27,424,199
1406,armas (598).jpg,1500,1125,pistol,253,260,1276,930
1407,armas (1260).jpg,500,375,pistol,187,126,244,196
1408,armas (1260).jpg,500,375,pistol,278,103,323,212
1409,armas (1775).jpg,457,331,pistol,11,15,430,296
1410,armas (577).jpg,284,177,pistol,14,6,276,146
1411,armas (1325).jpg,758,392,pistol,21,31,738,344
1412,armas (127).jpg,450,301,pistol,143,68,191,107
1413,armas (2159).jpg,634,422,pistol,155,125,613,378
1414,armas (2509).jpg,160,120,pistol,1,1,159,117
1415,armas (10).jpg,1300,913,pistol,409,95,697,352
1416,armas (2270).jpg,160,120,pistol,3,4,157,116
1417,armas (2765).jpg,160,120,pistol,1,3,155,114
1418,armas (2335).jpg,160,120,pistol,6,3,155,115
1419,armas (1149).jpg,650,400,pistol,27,25,628,361
1420,armas (1519).jpg,500,375,pistol,133,161,230,302
1421,armas (1519).jpg,500,375,pistol,31,174,113,280
1422,armas (1519).jpg,500,375,pistol,245,154,325,268
1423,armas (1519).jpg,500,375,pistol,326,162,412,319
1424,armas (1519).jpg,500,375,pistol,417,171,500,288
1425,armas (1519).jpg,500,375,pistol,427,2,495,59
1426,armas (1519).jpg,500,375,pistol,264,47,341,146
1427,armas (1519).jpg,500,375,pistol,77,40,139,143
1428,armas (1519).jpg,500,375,pistol,141,34,201,132
1429,armas (1519).jpg,500,375,pistol,329,2,373,39
1430,armas (1519).jpg,500,375,pistol,205,46,276,144
1431,armas (1276).jpg,500,404,pistol,28,90,457,354
1432,armas (1626).jpg,450,338,pistol,76,50,383,261
1433,armas (2909).jpg,1300,866,pistol,457,325,677,515
1434,armas (424).jpg,767,1023,pistol,542,272,682,390
1435,armas (977).jpg,276,182,pistol,104,76,214,157
1436,armas (832).jpg,300,172,pistol,3,4,294,162
1437,armas (998).jpg,275,183,pistol,68,49,228,128
1438,armas (131).jpg,1500,1120,pistol,287,340,612,840
1439,armas (1333).jpg,1024,768,pistol,1,108,992,552
1440,armas (561).jpg,247,204,pistol,22,79,200,127
1441,armas (1299).jpg,450,338,pistol,43,12,406,317
1442,armas (1763).jpg,1000,632,pistol,19,32,1000,612
1443,armas (2266).jpg,160,120,pistol,7,5,157,115
1444,armas (1919).jpg,1000,751,pistol,1,194,998,750
1445,armas (2636).jpg,160,120,pistol,2,1,149,77
1446,armas (648).jpg,2648,1811,pistol,141,114,2547,1696
1447,armas (218).jpg,660,440,pistol,246,130,276,160
1448,armas (218).jpg,660,440,pistol,63,97,86,127
1449,armas (218).jpg,660,440,pistol,404,156,434,196
1450,armas (218).jpg,660,440,pistol,573,98,611,130
1451,armas (920).jpg,221,229,pistol,51,140,81,185
1452,armas (473).jpg,1023,682,pistol,271,54,413,254
1453,armas (1671).jpg,500,375,pistol,1,42,496,375
1454,armas (189).jpg,876,493,pistol,543,212,572,254
1455,armas (1221).jpg,290,495,pistol,15,91,81,123
1456,armas (1734).jpg,500,375,pistol,1,86,209,227
1457,armas (1734).jpg,500,375,pistol,322,88,497,223
1458,armas (536).jpg,194,260,pistol,32,68,150,248
1459,armas (1364).jpg,500,365,pistol,65,168,481,345
1460,armas (166).jpg,485,300,pistol,106,16,363,275
1461,armas (2548).jpg,160,120,pistol,4,4,155,114
1462,armas (865).jpg,336,120,pistol,28,10,158,111
1463,armas (865).jpg,336,120,pistol,189,13,335,119
1464,armas (2661).jpg,160,120,pistol,1,3,158,119
1465,armas (51).jpg,1300,866,pistol,758,253,1164,610
1466,armas (2231).jpg,160,120,pistol,2,4,157,114
1467,armas (2374).jpg,160,120,pistol,24,27,155,113
1468,armas (1108).jpg,206,300,pistol,65,244,108,287
1469,armas (1558).jpg,500,400,pistol,32,169,403,391
1470,armas (2860).jpg,260,173,pistol,113,71,141,132
1471,armas (2499).jpg,160,120,pistol,2,1,155,117
1472,armas (2533).jpg,160,120,pistol,14,19,76,108
1473,armas (2533).jpg,160,120,pistol,93,21,143,109
1474,armas (2026).jpg,645,349,pistol,27,214,199,339
1475,armas (2476).jpg,160,120,pistol,1,1,157,119
1476,armas (408).jpg,1023,683,pistol,328,78,890,597
1477,armas (2925).jpg,400,308,pistol,9,10,388,297
1478,armas (1870).jpg,600,400,pistol,72,33,531,368
